name,winery,year,rating,num_ratings,price,type,region
Sauvignon Blanc Trocken 2019,Weingut Metzger,2019,3.9,34,9.9,White,pfalz
Morstein Riesling 2016,K.Wechsler,2016,3.7,34,27.69,White,rheinhessen
Graacher Himmelreich Riesling Kabinett 2017,Schloss Lieser,2017,4.1,34,18.52,White,mosel
Baronne Charlotte Graves Blanc 2016,Baron Philippe de Rothschild,2016,3.8,34,16.59,White,graves
Pošip Majstor 2016,Stina,2016,4.1,34,28.9,White,dalmatian coast
Grau - und Weissburgunder Langenloiser Spiegel 2016,Weingut Bründlmayer,2016,3.9,34,20.54,White,niederosterreich
Sauvignon Blanc 2019,Zevenwacht,2019,3.8,34,9.95,White,stellenbosch
Chardonnay 2019,Pago de Cirsus,2019,3.9,35,6.5,White,navarra
Ürziger Würzgarten Riesling Auslese 2015,Markus Molitor,2015,4.5,35,99.95,White,mosel
Oberbergener Bassgeige Chardonnay 2018,Franz Keller,2018,3.8,35,13.06,White,baden
Fiano Di Avellino Pietracalda 2019,Feudi di San Gregorio,2019,4.0,35,18.9,White,fiano de avellino
Viognier 2015,Bomont de Cormeil,2015,4.1,35,18.9,White,vin de pays
Ingenuity White Blend 2017,Nederburg,2017,3.9,35,23.33,White,coastal region
Otto Muri 2016,Collazzi,2016,3.7,35,12.14,White,toscana
Liebfraumilch 2017,Vom Mann Mit Hut,2017,3.5,35,8.49,White,pfalz
Calasole Vermentino 2019,Rocca di Montemassi,2019,4.0,35,8.9,White,maremma toscana
Gavi 2018,Batasiolo,2018,3.4,35,10.99,White,gavi
Geheimrat J Riesling Spätlese Trocken 2016,Weingüter Wegeler,2016,3.8,35,24.9,White,rheingau
Frauenweingarten Grüner Veltliner Federspiel 2014,Tegernseerhof,2014,3.6,35,11.89,White,wachau
Vernaccia di San Gimignano 2019,Teruzzi & Puthod,2019,3.4,35,8.68,White,vernaccia di san gimignano
Wiener Gemischter 2019,Mayer am Pfarrplatz,2019,3.7,35,12.99,White,wiener gemischter satz
Viognier 2016,Baron Philippe de Rothschild,2016,3.7,35,8.69,White,pays d'oc
Chassagne-Montrachet Premier Cru 2017,Louis Latour,2017,4.0,35,59.99,White,chassagne-montrachet premier cru
C. A.I. Riesling Kabinett 2018,Immich-Batterieberg,2018,3.6,35,10.82,White,mosel
Dom Riesling Feinherb 2017,Bischöfliche Weingüter Trier,2017,3.9,35,7.69,White,mosel
Lügle 2015,Ziereisen,2015,4.1,35,18.53,White,baden
Silvaner Trocken 2019,Juliusspital,2019,3.7,35,8.4,White,franken
Iglič Furmint 2016,Gross,2016,4.2,35,32.87,White,stajerska
Roter Veltliner Scheiben 2017,Leth,2017,4.0,35,26.5,White,wagram
Steirische Klassik Weissburgunder 2018,Weingut Erich & Walter Polz,2018,3.6,35,13.8,White,sudsteiermark
Pecorino 2019,Vanitá,2019,3.9,35,6.25,White,terre di chieti
Scharzhofberger Riesling Auslese 2018,Egon Müller - Scharzhof,2018,4.2,35,506.89,White,wiltingen
Weisser Burgunder Trocken 2017,Wittmann,2017,3.9,35,11.51,White,rheinhessen
Steffensberg 2014,Immich-Batterieberg,2014,3.9,35,25.24,White,mosel
Reserve Collection Chardonnay 2019,Oude Kaap,2019,3.4,35,5.03,White,western cape
Picpoul de Pinet 2017,Mas des Mas,2017,3.3,35,8.68,White,picpoul de pinet
Röttgen Riesling Kabinett 2018,Reinhard Knebel,2018,3.9,35,16.58,White,mosel
Chardonnay 2019,Plaisir de Merle,2019,3.9,35,12.11,White,western cape
Grüner Veltliner Federspiel Pichlpoint 2018,Domäne Wachau,2018,3.7,35,11.21,White,wachau
Hermannsberg GG 2015,Gut Hermannsberg,2015,4.1,35,43.43,White,nahe
Pinot Bianco 2018,Kurtatsch (Cortaccia),2018,3.6,35,9.4,White,sudtirol - alto adige
Riesling Trocken 2018,Schloss Reinhartshausen,2018,3.6,35,10.0,White,rheingau
Vom Schiefer Riesling Feinherb 2017,Ansgar Clüsserath,2017,3.7,35,9.26,White,mosel
Sauvignon Blanc 2018,Erwin Sabathi,2018,3.6,35,17.2,White,steiermark
Colombard - Ugni Blanc 2018,Château de Millet,2018,3.3,35,5.5,White,cotes de gascogne
Hermitage Le Chevalier de Sterimberg 2017,Paul Jaboulet Aîné,2017,4.3,35,78.75,White,hermitage
Collio Friulano 2018,Marco Felluga,2018,3.7,35,19.48,White,collio
Viura 2018,Finca Antigua,2018,3.9,35,6.96,White,la mancha
Chardonnay 2019,Jermann,2019,3.9,35,18.3,White,venezia giulia
Vom Roten Schiefer 2018,Clemens Busch,2018,4.1,35,16.0,White,mosel
Gewürztraminer 2018,Boeckel,2018,3.4,35,12.95,White,alsace
Riesling Alsace Grand Cru 'Engelberg' 2016,Domaine Pfister,2016,4.3,35,28.5,White,alsace grand cru 'engelberg'
Josephshöfer Riesling Kabinett Feinherb 2018,Reichsgraf von Kesselstatt,2018,3.8,35,15.16,White,mosel
Poggio ai Ginepri Bianco 2017,Tenuta Argentiera,2017,3.6,35,18.81,White,toscana
Blanc de Blancs 2018,Macià Batle,2018,3.6,35,16.95,White,binissalem-mallorca
Chardonnay 2016,Food Truck,2016,3.3,35,8.67,White,mclaren vale
Châteauneuf-du-Pape (La Crau) Blanc 2017,Domaine du Vieux Télégraphe,2017,3.9,35,73.29,White,chateauneuf-du-pape
Sauvignon Blanc Ried Steinbach 2017,Lackner Tinnacher,2017,3.8,35,43.8,White,sudsteiermark
Classic White Blend 2019,Roodeberg,2019,3.5,36,7.2,White,western cape
Traiser Rotenfels Riesling Trocken 2016,Dr. Crusius,2016,3.7,36,18.49,White,nahe
Chardonnay 2017,Weingut Bründlmayer,2017,4.1,36,35.7,White,niederosterreich
Vineyard Selection Sauvignon Blanc 2019,Kleine Zalze,2019,3.9,36,11.5,White,stellenbosch
Pinot Grigio 2018,Paladin,2018,3.5,36,6.7,White,delle venezie
Riesling Alsace Grand Cru 'Schlossberg' 2014,Trimbach,2014,4.0,36,48.45,White,alsace grand cru 'schlossberg'
Lenz 2019,Ritterhof,2019,4.0,36,9.46,White,sudtirol - alto adige
Ihringer Winklerberg Grauburgunder 2018,Dr. Heger,2018,3.9,36,17.9,White,baden
La Croix Boissée Chinon Blanc 2018,Bernard Baudry,2018,4.2,36,24.95,White,chinon
Gorgorito Verdejo 2019,Bodegas Copaboca,2019,3.7,36,6.73,White,rueda
Mercurey 'En Pierrelet' Blanc 2016,Château de Chamirey,2016,4.1,36,38.75,White,mercurey
Chardonnay 2019,Les Jamelles,2019,3.6,36,6.05,White,pays d'oc
Pinot Grigio 2019,Alois Lageder,2019,3.6,36,11.5,White,sudtirol - alto adige
Cordillera Reserva Especial Chardonnay 2019,Miguel Torres,2019,3.6,36,14.99,White,limari valley
Rully 1er Cru 'Rabourcé' 2017,Domaine Belleville,2017,4.1,36,31.0,White,rully 1er cru 'rabource'
Gelber Muskateller 2018,Dr. Von Bassermann-Jordan,2018,3.9,36,13.69,White,pfalz
Straden Grauburgunder 2018,Neumeister,2018,3.9,36,14.54,White,steiermark
Chardonnay Kleinstein 2018,Cantina Bolzano / Kellerei Bozen,2018,3.7,36,12.6,White,sudtirol - alto adige
Singladuras Verdejo 2017,Montecillo,2017,3.7,36,8.72,White,rueda
Domaine Sainte Barbe La Perrière Viré-Clessé 2016,Chaland Jean-Marie,2016,3.7,36,20.37,White,vire-clesse
Chardonnay 2019,Terlan (Terlano),2019,3.8,36,10.85,White,sudtirol - alto adige
Free Run Sauvignon Blanc 2018,Flagstone,2018,3.6,36,14.95,White,western cape
Réserve Graves Blanc 2017,Mouton Cadet,2017,3.4,36,14.83,White,graves
Ciari Ribolla Gialla 2018,Borgo Molino,2018,3.6,36,10.24,White,venezia giulia
Gavi del Comune di Gavi 2019,Ascheri,2019,3.9,36,12.85,White,gavi
Falanghina Salento 2018,Masseria Altemura,2018,3.5,36,8.9,White,salento
LR 2015,Colterenzio (Schreckbichl),2015,4.5,36,77.01,White,sudtirol - alto adige
Pinot Bianco (Selezione) 2018,Elena Walch,2018,3.8,36,12.9,White,sudtirol - alto adige
Isabella - Chardonnay 2018,Muratie,2018,3.9,36,12.83,White,stellenbosch
Catarratto Sicilia Antisa Regaleali 2013,Tasca d'Almerita,2013,3.2,36,13.53,White,terre siciliane
The River Garden Flower Collection Unwooded Chardonnay 2018,Lourensford,2018,3.1,36,6.99,White,stellenbosch
Little James' Basket Press Blanc 2019,Château de Saint Cosme,2019,3.6,36,7.9,White,pays d'oc
Piesporter Goldtröpfchen Riesling Trocken 2017,Kurt Hain,2017,3.8,36,16.52,White,piesport
Pinot Grigio (Selezione) 2019,Elena Walch,2019,3.7,36,12.49,White,sudtirol - alto adige
Grauburgunder Trocken 2019,Manz,2019,3.8,36,7.5,White,rheinhessen
Chardonnay Sicilia 2019,Settesoli,2019,3.4,36,5.79,White,terre siciliane
Bastei GG 2014,Gut Hermannsberg,2014,3.8,36,36.5,White,nahe
Grüner Veltliner Lamm 1 ÖTW 2018,Schloss Gobelsburg,2018,4.2,36,33.8,White,kamptal
Brauneberger Juffer Sonnenuhr Riesling Spätlese 2018,Fritz Haag,2018,4.1,36,20.5,White,brauneberg
Vintners Blend Chardonnay 2017,Ravenswood,2017,3.4,36,10.35,White,california
Weissburgunder Trocken 2017,Dr. Bürklin-Wolf,2017,3.6,36,12.19,White,pfalz
Shamaris (Grillo) 2019,Cusumano,2019,3.6,36,7.7,White,sicilia
Tianna Bocchoris Blanc 2018,Tianna Negre,2018,4.1,36,15.59,White,mallorca
Weissburgunder in der Låmm 2017,Weingut Abraham,2017,4.0,36,19.82,White,vigneti delle dolomiti
Chardonnay 2018,Les Salices,2018,3.5,36,7.1,White,pays d'oc
Gaudium Fiano di Avellino 2018,I Capitani,2018,4.1,36,11.61,White,fiano de avellino
Melck's Sauvignon Blanc 2019,Muratie,2019,3.9,36,9.05,White,stellenbosch
Chardonnay 2019,Domaine Montrose,2019,3.5,36,8.69,White,cotes de thongue
Les Princes Abbés Muscat Alsace 2018,Domaines Schlumberger,2018,3.6,36,16.4,White,alsace
Handwerk Riesling 2018,Leiner,2018,3.6,36,8.9,White,pfalz
Chassagne-Montrachet 1er Cru 'Les Chaumées' 2014,Vincent Girardin,2014,4.3,36,65.9,White,chassagne-montrachet 1er cru 'les chaumes'
Hochheimer Mainterrassen Riesling 2016,Künstler,2016,3.5,36,12.55,White,rheingau
Riesling Fructus 2019,Barth,2019,4.2,36,12.53,White,rheingau
Corte del Lupo Bianco 2018,Ca' del Bosco,2018,3.9,36,26.5,White,curtefranca
Gavi Valentino 2019,La Scolca,2019,3.8,36,12.49,White,gavi
Santigaìni 2015,Capichera,2015,4.5,37,116.0,White,isola dei nuraghi
Meursault 1er Cru 'Les Charmes-Dessus' 2013,Vincent Girardin,2013,4.2,37,84.9,White,meursault 1er cru 'charmes'
Greco Di Tufo Cutizzi 2019,Feudi di San Gregorio,2019,3.8,37,17.99,White,greco di tufo
Sauvignon Blanc 2018,Añoranza,2018,3.1,37,3.75,White,la mancha
Ausstich Grüner Veltliner 2018,Setzer,2018,3.7,37,13.6,White,weinviertel
Riesling 2019,Krämer - Straight,2019,4.0,37,8.49,White,rheinhessen
Rjgialla 2019,La Tunella,2019,3.8,37,13.5,White,colli orientali del friuli
Oestricher Klosterberg Riesling Trocken 2017,Peter Jakob Kühn,2017,3.9,37,23.4,White,rheingau
Grauburgunder 2019,Oliver Zeter,2019,3.8,37,8.5,White,pfalz
Weisze Freyheit 2017,Heinrich,2017,3.6,37,23.61,White,burgenland
Trebbiano d'Abruzzo 2017,Caldora,2017,3.5,37,4.54,White,trebbiano d'abruzzo
Petit Chablis 2018,Louis Michel & Fils,2018,3.7,37,19.35,White,petit chablis
Oestricher Doosberg Alte Reben Riesling Trocken 2018,Spreitzer,2018,4.0,37,18.84,White,rheingau
Amstramgram Quartier Libre 2018,Calmel & Joseph,2018,3.4,37,7.75,White,languedoc-roussillon
Gönnheimer Alter Satz Trocken 2018,Eymann,2018,3.8,37,8.9,White,pfalz
Bertesca Vernaccia di San Gimignano 2018,Castelli del Grevepesa,2018,3.5,37,9.03,White,vernaccia di san gimignano
Stromberg Riesling GG 2016,Schäfer-Fröhlich,2016,4.2,37,42.51,White,nahe
Oestricher Klosterberg Riesling Trocken 2016,Peter Jakob Kühn,2016,3.9,37,26.7,White,rheingau
Westhofener Weisser Burgunder - Chardonnay Trocken 2018,Wittmann,2018,3.8,37,19.95,White,rheinhessen
Fief Guérin Vieilles Vignes Muscadet Côtes de Grandlieu Sur Lie 2018,Domaine des Herbauges,2018,3.4,37,10.69,White,muscadet-cotes de grandlieu
Côtes De Gascogne Amplitude 2018,Domaine du Tariquet,2018,3.4,37,9.0,White,cotes de gascogne
Villa Antinori Pinot Bianco 2018,Tenuta Monteloro,2018,3.8,37,15.51,White,toscana
Bianco di Custoza 2019,Zenato,2019,3.7,37,5.0,White,bianco di custoza
Iphöfer Scheurebe 2017,Hans Wirsching,2017,3.8,37,12.19,White,franken
Kirchspiel Riesling GG 2017,Groebe,2017,4.1,37,32.0,White,rheinhessen
Gamlitzer Sauvignon Blanc 2018,Sattlerhof,2018,3.7,37,16.21,White,sudsteiermark
Chardonnay Uno 2012,Enate,2012,4.2,37,416.02,White,somontano
Gemischter Satz 2019,Zahel,2019,3.5,37,8.8,White,wien
Châteauneuf-du-Pape Blanc 2017,Domaine de Beaurenard,2017,4.0,37,35.0,White,chateauneuf-du-pape
Verdejo 2016,Reina de Castilla,2016,4.0,37,9.99,White,rueda
Gutswein Grauburgunder (Trocken) 2018,Wagner-Stempel,2018,3.8,37,12.0,White,rheinhessen
Chardonnay 2018,Scheiblhofer,2018,3.8,37,17.45,White,burgenland
Ca'Nova Lugana 2018,Cecilia Beretta,2018,3.7,37,11.98,White,lugana
Langenlois Käferberg 2016,Loimer,2016,4.0,37,31.59,White,kamptal
101 Riesling 2018,Spreitzer,2018,4.0,37,10.0,White,rheingau
Whale Pod Sauvignon Blanc 2017,Creation,2017,3.7,37,10.0,White,walker bay
Albariño Rías Baixas 2019,Ramón Bilbao,2019,3.6,37,11.48,White,rias baixas
Alvarinho 2017,Quinta da Lapa,2017,3.8,37,8.77,White,tejo
Gavi 2017,Elio Filippino,2017,3.7,37,9.9,White,gavi
Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2017,Louis Jadot - Domaine Duc de Magenta,2017,4.4,37,98.15,White,chassagne-montrachet 1er cru 'morgeot'
Douro Reserva Duas Quintas Branco 2018,Ramos Pinto,2018,3.8,37,17.44,White,douro
Herrenbuck Grauburgunder 2018,Kiefer,2018,3.9,37,7.26,White,baden
Hipping Riesling 2017,Kühling-Gillot,2017,4.4,37,42.51,White,rheinhessen
Gavi del Comune di Gavi 2019,Monchiero Carbone,2019,3.7,38,8.99,White,gavi
Chardonnay 2019,Tramin,2019,3.6,38,8.62,White,sudtirol - alto adige
Ürziger Würzgarten Riesling Auslese 2015,Karl Erbes,2015,4.0,38,16.0,White,mosel
Heldenstück Riesling Trocken 2018,Schloss Lieser,2018,3.7,38,14.4,White,mosel
Pinot Gris Grand Premier Cru 2016,Bernard-Massard,2016,3.8,38,14.83,White,cotes de grevenmacher
Corton-Charlemagne Grand Cru 2017,Joseph Drouhin,2017,4.5,38,184.23,White,corton-charlemagne grand cru
9 Riesling 2018,Grans-Fassian,2018,3.8,38,8.9,White,mosel
Blanc de Noir Cabernet Sauvignon 2017,Château Changyu Moser XV 张裕摩塞尔十五世酒庄,2017,3.2,38,34.8,White,ningxia
Vigna Corvino Passerina Abruzzo 2018,Contesa,2018,3.8,38,6.32,White,abruzzo
Saarburger Rausch Riesling Auslese 2017,Forstmeister Geltz-Zilliken,2017,4.2,38,54.95,White,mosel
Wachenheimer Böhlig P.C 2016,Dr. Bürklin-Wolf,2016,3.8,38,29.0,White,pfalz
Sauvignon Blanc 2019,Weedenborn,2019,4.2,38,9.91,White,rheinhessen
Chenin Blanc 2018,Fleur du Cap,2018,3.6,38,8.75,White,stellenbosch
101 Rangs Pouilly-Fumé 2016,Château de Tracy,2016,4.1,38,64.34,White,pouilly-fume
Sanct Valentin Chardonnay 2018,St. Michael-Eppan,2018,4.3,38,35.69,White,sudtirol - alto adige
Niederhäuser Hermannshöhle Riesling Spätlese 2017,Dönnhoff,2017,4.1,38,29.54,White,nahe
Sauvignon Blanc 2018,Weingut Erich & Walter Polz,2018,3.5,38,16.9,White,sudsteiermark
Graacher Himmelreich Riesling Auslese** 2015,Markus Molitor,2015,4.5,38,59.95,White,mosel
Petite Arvine 2018,Ottin - Viticulteur Encaveur,2018,3.9,38,18.9,White,valle d'aosta
Discover Chenin Blanc - Chardonnay 2019,Spier,2019,3.6,38,5.5,White,western cape
Cuvée Passion Bordeaux Blanc 2016,Château Tour de Mirambeau,2016,3.7,38,15.5,White,bordeaux
Plăvaie 2016,Livia,2016,3.3,38,5.9,White,vrancea
Beaune du Château Premier Cru Blanc 2016,Bouchard Père & Fils,2016,3.9,38,38.56,White,beaune premier cru
Hermitage Le Chevalier de Sterimberg 2006,Paul Jaboulet Aîné,2006,4.1,38,77.35,White,hermitage
Villa Bürklin Cuvée Weiss 2017,Dr. Bürklin-Wolf,2017,3.3,38,11.19,White,pfalz
Grauburgunder Trocken 2017,Winzervereinigung Freyburg-Unstrut,2017,3.2,38,11.26,White,saale-unstrut
Klaus Riesling 2017,Prager,2017,4.4,38,45.0,White,wachau
Frühlingsplätzchen Riesling GG 2017,Emrich-Schönleber,2017,4.1,38,39.0,White,nahe
Laurens Campher 2018,Muratie,2018,3.8,38,12.89,White,stellenbosch
Toreye Ménage À Trois 2018,Eymann,2018,3.6,38,14.9,White,pfalz
Chardonnay 2019,Excelsior,2019,3.8,38,6.95,White,robertson
Fetească Regala 2018,Liliac,2018,3.6,38,12.5,White,transylvania
Quintessenz Sauvignon 2017,Cantina Kaltern,2017,3.9,38,22.5,White,sudtirol - alto adige
Bürgergarten Riesling 2017,Müller-Catoir,2017,4.0,38,17.55,White,pfalz
Hermannsberg GG 2016,Gut Hermannsberg,2016,4.3,38,40.57,White,nahe
Sauvignon Blanc Trocken 2018,Anselmann,2018,3.7,38,8.19,White,pfalz
Kabinettstück Riesling Trocken 2018,Schloss Lieser,2018,3.7,38,11.5,White,mosel
Schiefergestein Bockenauer Riesling Trocken 2018,Schäfer-Fröhlich,2018,3.9,38,19.91,White,nahe
Grüner Veltliner Kamptaler Terrassen 2019,Weingut Bründlmayer,2019,3.8,38,12.32,White,kamptal
Small Hill White 2018,Leo Hillinger,2018,3.4,38,8.49,White,burgenland
Löwengang Chardonnay 2017,Alois Lageder,2017,4.2,38,45.9,White,trentino-alto adige
Petrara Verdicchio di Matelica 2018,Borgo Paglianetto,2018,3.6,38,12.2,White,verdicchio di matelica
Uhlen B Blaufüsser Lay 2017,Heymann-Löwenstein,2017,3.9,38,37.9,White,mosel
Laubenheimer St. Remigiusberg Riesling Trocken 2016,Martin Tesch,2016,3.7,39,15.9,White,nahe
Qvinterra Scheurebe Trocken 2017,Kühling-Gillot,2017,3.8,39,13.69,White,rheinhessen
Qvinterra Grauer Burgunder Trocken 2015,Kühling-Gillot,2015,3.5,39,12.49,White,rheinhessen
Kupfergrube GG 2015,Gut Hermannsberg,2015,4.2,39,46.69,White,nahe
Russiz Superiore Pinot Grigio Collio 2018,Marco Felluga,2018,4.1,39,22.99,White,collio
Frühlingsplätzchen Riesling GG 2015,Emrich-Schönleber,2015,4.2,39,39.9,White,nahe
Sauvignon Blanc Trocken 2018,Genheimer Kiltz,2018,3.9,39,10.28,White,nahe
Meursault 1er Cru 'Genevrières' Blanc 2016,Bouchard Père & Fils,2016,4.2,39,94.57,White,meursault 1er cru 'genevrieres'
Capitel Croce 2018,Anselmi,2018,3.9,39,13.48,White,veneto
Cicinis 2017,Attems,2017,3.7,39,24.24,White,collio
Ermitage Ex-Voto Blanc 2012,E. Guigal,2012,4.4,39,189.0,White,hermitage
1851 Reserva Chardonnay 2017,Ochagavia,2017,3.6,39,11.47,White,casablanca valley
Sauvignon Blanc 2018,Markowitsch,2018,3.9,39,10.9,White,carnuntum
Chardonnay II 2018,Von Winning,2018,3.9,39,14.5,White,pfalz
Alvarinho 2018,Fiuza,2018,3.6,39,5.75,White,tejo
Weisser Burgunder Trocken (Pinot Blanc Dry) 2018,Ökonomierat Rebholz,2018,3.5,39,11.9,White,pfalz
Sauvignon Blanc 2019,Peth Wetz,2019,3.9,39,8.0,White,rheinhessen
Sauvignon Blanc 2018,Aaldering,2018,4.0,39,19.9,White,stellenbosch
Chardonnay 2017,Esterházy,2017,3.4,39,9.68,White,burgenland
Sauvignon Blanc 2017,Arboleda,2017,3.7,39,18.41,White,aconcagua costa
Campinovi Toscana 2017,Dievole,2017,3.5,39,25.9,White,toscana
Sulzfelder Silvaner Alte Reben 2018,Zehnthof Luckert,2018,3.7,39,16.73,White,franken
Saumur Blanc 2017,Langlois-Chateau,2017,3.7,39,12.14,White,saumur
Grüner Veltliner Berg Vogelsang 2012,Weingut Bründlmayer,2012,3.8,39,17.13,White,kamptal
Gennen Sauvignon 2018,Nals Margreid,2018,3.9,39,11.6,White,sudtirol - alto adige
Granée Gavi del Comune di Gavi 2019,Batasiolo,2019,3.8,39,10.5,White,gavi
Maximin Grünhäuser Bruderberg Riesling 2018,Maximin Grünhaus,2018,4.1,39,22.23,White,mosel
Leutschacher Chardonnay 2017,Erwin Sabathi,2017,3.6,39,15.65,White,sudsteiermark
Sauvignon Blanc 2019,Excelsior,2019,3.2,39,6.95,White,robertson
Coume Gineste Côtes Catalanes 2011,Gauby,2011,3.8,39,67.26,White,cotes catalanes
Iphöfer Kalb Silvaner 2018,Hans Wirsching,2018,3.7,39,12.19,White,franken
Bockstein Ockfen Riesling Kabinett 2018,St. Urbans-Hof,2018,3.8,39,14.9,White,ockfen
Grüner Veltliner Federspiel Kollmitz 2018,Domäne Wachau,2018,3.9,39,13.16,White,wachau
White 2018,Prayers Of Sinners & Saints,2018,3.6,39,9.49,White,washington
Branco 2018,Cascas,2018,3.6,39,5.36,White,lisboa
Grüner Veltliner Ried Loibenberg 2016,Pichler-Krutzler,2016,3.9,39,32.66,White,wachau
Trittenheimer Apotheke Riesling Kabinett 2018,Ansgar Clüsserath,2018,3.9,39,13.55,White,mosel
Meursault 'Les Chevalières' 2017,Xavier Monnot,2017,4.2,39,62.5,White,meursault
Viognier 2017,Oliver Zeter,2017,4.1,39,16.52,White,pfalz
Retsina 2018,Papagiannakos,2018,3.2,39,7.2,White,markopoulo
Belvento Vermentino (I Vini Del Mare) 2019,Petra,2019,3.8,39,9.95,White,toscana
Vinha Centenária Reserva Branco 2011,Dona Berta,2011,4.2,39,24.27,White,douro
St. Andrews Chardonnay 2016,Taylors / Wakefield,2016,3.7,39,21.82,White,clare valley
Le Sabbie dell’Etna Bianco 2019,Firriato,2019,3.5,39,13.57,White,etna
Poggio dei Gelsi Est!Est!Est! di Montefiascone 2019,Falesco,2019,3.8,39,8.9,White,est! est!! est!!! di montefiascone
Johannisberger Klaus Riesling GG 2016,Prinz von Hessen,2016,4.1,39,28.17,White,rheingau
Old Winery Chardonnay 2017,Tyrrell's,2017,3.4,39,8.72,White,hunter valley
Villa Paulus Pouilly-Fumé 2018,Domaine Masson-Blondelet,2018,3.9,39,18.04,White,pouilly-fume
Grauer Burgunder Trocken 2016,Wittmann,2016,3.4,39,11.4,White,rheinhessen
Frauenberg Riesling GG 2017,Battenfeld Spanier,2017,4.2,39,42.51,White,rheinhessen
Castillo de Jumilla Blanco 2018,Bleda,2018,3.6,40,5.79,White,jumilla
Generations Riesling 2017,Axel Pauly,2017,3.9,40,9.9,White,mosel
Douro Coche Branco 2018,Niepoort,2018,4.5,40,66.29,White,douro
Riesling Classic 2012,Schloss Reinhartshausen,2012,3.5,40,12.49,White,rheingau
Montiggl Riesling 2019,St. Michael-Eppan,2019,4.0,40,13.25,White,sudtirol - alto adige
Pinot Grigio Söll 2018,Cantina Kaltern,2018,3.8,40,11.6,White,trentino-alto adige
J² Gau-Odernheimer Riesling 2018,Becker Landgraf,2018,4.2,40,20.96,White,rheinhessen
Wiener Klassik 2018,Mayer am Pfarrplatz,2018,3.6,40,11.99,White,wien
Allgo Branco 2014,CM,2014,3.8,40,12.28,White,dao
Chardonnay (Padstal) 2019,MAN,2019,3.5,40,5.74,White,coastal region
Steinterrassen 2011,Gut Hermannsberg,2011,3.9,40,21.4,White,nahe
Riesling 2016,Korrell,2016,3.9,40,11.69,White,nahe
Grillo Sicilia 2019,Settesoli,2019,3.6,40,5.79,White,terre siciliane
Deidesheimer Herrgottsacker Riesling Trocken 2017,Georg Mosbacher,2017,3.8,40,12.25,White,pfalz
Steillage Riesling Trocken 2018,Weinhaus Gebruder Steffen,2018,4.0,40,9.95,White,mosel
Pinot Grigio 2018,Villa Cavarena,2018,3.6,40,8.94,White,delle venezie
Sauvignon Blanc 2018,Sander,2018,3.9,40,9.9,White,rheinhessen
Corton-Charlemagne Grand Cru 2015,Domaine Henri Boillot,2015,4.3,40,189.0,White,corton-charlemagne grand cru
Stromberg Riesling GG 2017,Schäfer-Fröhlich,2017,4.2,40,45.84,White,nahe
Sauvignon Blanc 2018,Peter Falke,2018,3.6,40,13.95,White,stellenbosch
Siglo de Oro Reserva Chardonnay 2018,Santa Helena,2018,3.5,40,6.2,White,central valley
Faß 12 Ayler Kupp Unterstenberg Riesling 2018,Peter Lauer,2018,4.1,40,21.94,White,mosel
Mount Hermon White 2019,Hermon,2019,3.6,40,9.95,White,galilee
Amos 2017,Kurtatsch (Cortaccia),2017,3.8,40,21.9,White,trentino-alto adige
Les Châtillons Chablis 2015,Domaine des Hâtes,2015,4.1,40,19.43,White,chablis
RK Riesling 2018,Reichsgraf von Kesselstatt,2018,3.7,40,8.92,White,mosel
Chassagne-Montrachet Blanc 2016,Louis Jadot,2016,4.4,40,71.39,White,chassagne-montrachet
Bernkasteler Badstube Riesling Auslese ** 2015,Markus Molitor,2015,4.3,40,35.09,White,mosel
Del Cerro Verdicchio di Matelica 2019,Belisario,2019,3.6,40,8.33,White,verdicchio di matelica
Sand & Kalk 2015,Herrenhof Lamprecht,2015,4.1,40,24.91,White,steiermark
Klassiek Wit 2018,Oude Kaap,2018,2.8,40,3.75,White,western cape
Wehlener Sonnenuhr Riesling Auslese 2016,Markus Molitor,2016,4.1,40,76.04,White,mosel
Spiegel 2016,Bernhard Ott,2016,3.9,40,29.9,White,wagram
Les Vignes de Saint Laurent l'Abbaye Pouilly-Fumé 2017,Domaine Chatelain,2017,3.9,40,13.6,White,pouilly-fume
Toreye Riesling Alte Reben 2018,Eymann,2018,3.8,40,14.9,White,pfalz
Meursault 1er Cru Les Genevrières 2015,Domaine Henri Boillot,2015,4.2,40,119.0,White,meursault premier cru
Niederberg Helden Riesling GG 2016,Schloss Lieser,2016,3.8,40,29.9,White,mosel
Hermannsberg GG 2014,Gut Hermannsberg,2014,4.1,40,35.0,White,nahe
Alte Reben Riesling Trocken 2019,Carl Loewen,2019,3.9,40,11.0,White,mosel
Halgans Riesling Trocken 2017,Emrich-Schönleber,2017,3.9,40,19.9,White,nahe
Les Chailloux Silex Pouilly-Fumé 2018,Domaine Chatelain,2018,3.8,40,14.55,White,pouilly-fume
Wachstum Bodenstein Riesling 2016,Prager,2016,4.0,40,37.83,White,wachau
Espigueiro 2018,Casa Agricola de Compostela,2018,3.6,40,5.5,White,vinho verde
Pass-O 2018,Menhir,2018,3.9,40,10.95,White,puglia
Graacher Himmelreich Riesling Spätlese 2015,Markus Molitor,2015,4.1,40,23.95,White,mosel
Saarburger Rausch Riesling Auslese 2018,Forstmeister Geltz-Zilliken,2018,4.1,40,54.95,White,mosel
